region_code,order_date,daily_revenue,running_total
WEST,2024-06-25,36722.77,11048526.91
WEST,2024-06-28,244833.68,11293360.58
WEST,2024-07-02,400167.33,11693527.91
WEST,2024-07-04,134012.87,11827540.78
WEST,2024-07-05,166043.61,11993584.39
WEST,2024-07-10,202398.45,12195982.84
WEST,2024-07-11,106912.52,12302895.36
WEST,2024-07-15,124304.24,12427199.61
WEST,2024-07-17,124525.75,12551725.36
WEST,2024-07-19,201623.63,12753348.98
WEST,2024-07-20,54365.16,12807714.14
WEST,2024-07-26,148532.33,12956246.47
WEST,2024-08-05,89274.93,13045521.4
WEST,2024-08-07,182912.58,13228433.98
WEST,2024-08-12,274652.36,13503086.34
WEST,2024-08-15,32920.24,13536006.58
WEST,2024-08-16,104472.27,13640478.85
WEST,2024-08-19,203979.39,13844458.24
WEST,2024-08-22,185497.16,14029955.39
WEST,2024-08-24,78919.81,14108875.2
WEST,2024-08-28,40396.1,14149271.31
WEST,2024-08-30,102590.11,14251861.42
WEST,2024-09-01,308342.2,14560203.61
WEST,2024-09-02,89019.63,14649223.24
WEST,2024-09-03,184414.4,14833637.64
WEST,2024-09-06,46442.94,14880080.59
WEST,2024-09-09,393980.88,15274061.47
WEST,2024-09-11,179435.07,15453496.54
WEST,2024-09-12,360509.31,15814005.85
WEST,2024-09-16,83385.58,15897391.43
WEST,2024-09-18,96379.43,15993770.86
WEST,2024-09-22,189541.4,16183312.26
WEST,2024-09-23,85517.27,16268829.53
WEST,2024-09-25,186761.12,16455590.65
WEST,2024-09-27,531648.58,16987239.24
WEST,2024-09-30,229553.61,17216792.84
WEST,2024-10-06,118034.63,17334827.47
WEST,2024-10-07,207772.51,17542599.98
WEST,2024-10-08,367575.22,17910175.2
WEST,2024-10-10,76623.49,17986798.69
WEST,2024-10-12,303287.19,18290085.88
WEST,2024-10-14,183180.24,18473266.12
WEST,2024-10-15,181261.07,18654527.19
WEST,2024-10-18,169136.37,18823663.56
WEST,2024-10-19,99819.83,18923483.39
WEST,2024-10-20,90336.94,19013820.33
WEST,2024-10-21,47646.07,19061466.4
WEST,2024-10-23,504791.68,19566258.08
WEST,2024-10-27,179058.17,19745316.25
WEST,2024-10-28,597298.86,20342615.11
WEST,2024-10-31,204938.48,20547553.6
WEST,2024-11-03,139481.46,20687035.06
WEST,2024-11-06,295541.75,20982576.81
WEST,2024-11-08,49012.8,21031589.61
WEST,2024-11-11,241521.53,21273111.13
WEST,2024-11-13,27891.21,21301002.34
WEST,2024-11-16,187719.0,21488721.34
WEST,2024-11-17,651565.33,22140286.67
WEST,2024-11-19,231720.46,22372007.14
WEST,2024-11-20,319103.83,22691110.96
WEST,2024-11-22,116566.12,22807677.09
WEST,2024-11-23,112924.4,22920601.49
WEST,2024-11-24,100785.42,23021386.9
WEST,2024-11-26,190623.28,23212010.18
WEST,2024-11-29,49927.57,23261937.75
WEST,2024-11-30,38758.1,23300695.85
WEST,2024-12-01,157693.86,23458389.71
WEST,2024-12-02,102484.02,23560873.73
WEST,2024-12-03,150143.36,23711017.09
WEST,2024-12-04,168197.64,23879214.73
WEST,2024-12-09,463076.1,24342290.82
WEST,2024-12-10,171599.51,24513890.33
WEST,2024-12-14,26483.06,24540373.39
WEST,2024-12-16,439419.36,24979792.75
WEST,2024-12-18,455548.36,25435341.11
WEST,2024-12-19,357022.46,25792363.58
WEST,2024-12-23,373937.3,26166300.87
WEST,2024-12-24,45974.8,26212275.67
WEST,2024-12-25,-2290.48,26209985.19
WEST,2024-12-28,29790.12,26239775.31
WEST,2024-12-31,379011.06,26618786.37
WEST,2025-01-01,115446.67,26734233.04
WEST,2025-01-02,236799.31,26971032.35
WEST,2025-01-04,450854.59,27421886.94
WEST,2025-01-05,-59877.78,27362009.16
WEST,2025-01-06,43324.22,27405333.38
WEST,2025-01-08,357951.53,27763284.91
WEST,2025-01-09,208183.72,27971468.63
WEST,2025-01-10,75685.29,28047153.92
WEST,2025-01-11,74375.45,28121529.37
WEST,2025-01-14,717308.72,28838838.1
WEST,2025-01-15,80502.3,28919340.4
WEST,2025-01-16,325671.5,29245011.9
WEST,2025-01-17,498209.71,29743221.61
WEST,2025-01-18,507219.63,30250441.23
WEST,2025-01-21,468176.07,30718617.3
WEST,2025-01-22,72282.06,30790899.36
WEST,2025-01-23,41857.65,30832757.01
WEST,2025-01-24,528584.12,31361341.13
WEST,2025-01-27,586141.36,31947482.49
WEST,2025-01-28,364985.13,32312467.62
WEST,2025-01-29,144316.35,32456783.98
WEST,2025-02-01,291760.32,32748544.3
WEST,2025-02-03,263455.7,33011999.99
WEST,2025-02-04,-21621.43,32990378.56
WEST,2025-02-07,326259.38,33316637.94
WEST,2025-02-08,34435.7,33351073.64
WEST,2025-02-09,99468.31,33450541.95
WEST,2025-02-10,169373.81,33619915.76
WEST,2025-02-11,70885.49,33690801.25
WEST,2025-02-13,145002.78,33835804.03
WEST,2025-02-15,215492.69,34051296.72
WEST,2025-02-16,111477.52,34162774.24
WEST,2025-02-17,14420.48,34177194.72
WEST,2025-02-18,629057.95,34806252.68
WEST,2025-02-19,66095.17,34872347.85
WEST,2025-02-20,104373.97,34976721.82
WEST,2025-02-21,215383.16,35192104.98
WEST,2025-02-22,430823.93,35622928.91
WEST,2025-02-23,100480.97,35723409.88
WEST,2025-02-24,293679.39,36017089.27
WEST,2025-02-25,29094.91,36046184.18
WEST,2025-02-26,6999.13,36053183.3
WEST,2025-02-28,-20312.91,36032870.39
WEST,2025-03-01,184790.64,36217661.03
WEST,2025-03-02,90957.25,36308618.28
WEST,2025-03-04,402440.87,36711059.15
WEST,2025-03-06,93314.1,36804373.25
WEST,2025-03-08,98596.22,36902969.47
WEST,2025-03-10,312993.12,37215962.6
WEST,2025-03-11,84331.14,37300293.74
WEST,2025-03-12,139939.66,37440233.4
WEST,2025-03-14,162464.11,37602697.51
WEST,2025-03-18,-21691.97,37581005.54
WEST,2025-03-19,145095.2,37726100.74
WEST,2025-03-20,345551.95,38071652.7
WEST,2025-03-22,61549.07,38133201.77
WEST,2025-03-23,59756.53,38192958.3
WEST,2025-03-25,682296.27,38875254.57
WEST,2025-03-29,213865.22,39089119.79
WEST,2025-03-31,511086.74,39600206.53
WEST,2025-04-01,331613.83,39931820.36
WEST,2025-04-02,277585.54,40209405.9
WEST,2025-04-03,719367.14,40928773.04
WEST,2025-04-04,57261.87,40986034.91
WEST,2025-04-05,169285.07,41155319.98
WEST,2025-04-06,160686.23,41316006.21
WEST,2025-04-09,120096.29,41436102.51
WEST,2025-04-10,326708.78,41762811.28
WEST,2025-04-12,491142.93,42253954.22
WEST,2025-04-15,279920.22,42533874.44
WEST,2025-04-16,270401.25,42804275.69
WEST,2025-04-17,143390.72,42947666.41
WEST,2025-04-18,73091.6,43020758.01
WEST,2025-04-19,442116.38,43462874.39
WEST,2025-04-22,218890.99,43681765.38
WEST,2025-04-23,376018.69,44057784.06
WEST,2025-04-24,236981.49,44294765.55
WEST,2025-04-25,217509.27,44512274.82
WEST,2025-04-27,75807.27,44588082.09
WEST,2025-04-29,150746.39,44738828.48
WEST,2025-04-30,178538.59,44917367.07
WEST,2025-05-03,646573.54,45563940.61
WEST,2025-05-05,9785.73,45573726.33
WEST,2025-05-06,233247.1,45806973.43
WEST,2025-05-07,573493.98,46380467.41
WEST,2025-05-08,490680.63,46871148.04
WEST,2025-05-10,203564.57,47074712.61
WEST,2025-05-11,235000.61,47309713.23
WEST,2025-05-12,476466.07,47786179.29
WEST,2025-05-16,86927.38,47873106.67
WEST,2025-05-17,217020.03,48090126.7
WEST,2025-05-18,399220.21,48489346.91
WEST,2025-05-19,620028.03,49109374.94
WEST,2025-05-21,252681.69,49362056.64
WEST,2025-05-22,4099.44,49366156.08
WEST,2025-05-23,682605.76,50048761.84
WEST,2025-05-25,222933.65,50271695.49
WEST,2025-05-26,87232.68,50358928.17
WEST,2025-05-27,150659.57,50509587.74
WEST,2025-05-28,289380.25,50798968.0
WEST,2025-05-29,192210.8,50991178.8
WEST,2025-05-30,663688.12,51654866.92
WEST,2025-05-31,260760.38,51915627.31
WEST,2025-06-02,336042.25,52251669.56
WEST,2025-06-03,238366.16,52490035.72
WEST,2025-06-04,359337.39,52849373.11
WEST,2025-06-06,149675.07,52999048.18
WEST,2025-06-07,130107.25,53129155.43
WEST,2025-06-08,546240.24,53675395.66
WEST,2025-06-09,317991.87,53993387.53
WEST,2025-06-10,277726.61,54271114.15
WEST,2025-06-11,-8563.52,54262550.63
WEST,2025-06-12,172917.95,54435468.58
WEST,2025-06-13,325119.12,54760587.7
WEST,2025-06-14,149750.87,54910338.57
WEST,2025-06-15,293019.13,55203357.7
WEST,2025-06-16,199426.55,55402784.25
WEST,2025-06-17,239879.58,55642663.83
WEST,2025-06-18,412416.12,56055079.95
WEST,2025-06-19,279483.42,56334563.37
WEST,2025-06-20,208807.77,56543371.14
WEST,2025-06-21,372813.61,56916184.75
WEST,2025-06-22,248457.38,57164642.13
WEST,2025-06-23,349697.75,57514339.88
WEST,2025-06-24,727167.66,58241507.54
WEST,2025-06-25,194569.77,58436077.31
WEST,2025-06-26,462393.14,58898470.46
WEST,2025-06-27,315206.91,59213677.37
WEST,2025-06-28,817043.33,60030720.7
WEST,2025-06-29,162517.53,60193238.23
