customer_id,order_date,previous_order_date,days_gap,risk_flag
346.0,2025-06-15,2025-03-25,82.0,At Risk
348.0,2024-07-24,,,At Risk
348.0,2024-08-24,2024-07-24,31.0,At Risk
348.0,2025-02-28,2024-08-24,188.0,At Risk
348.0,2025-06-13,2025-02-28,105.0,At Risk
349.0,2024-08-22,,,At Risk
349.0,2025-06-03,2024-08-22,285.0,At Risk
350.0,2025-02-12,,,At Risk
350.0,2025-04-21,2025-02-12,68.0,At Risk
351.0,2024-11-19,,,At Risk
351.0,2025-02-17,2024-11-19,90.0,At Risk
351.0,2025-05-15,2025-02-17,87.0,At Risk
352.0,2025-06-06,,,Healthy
352.0,2025-06-15,2025-06-06,9.0,Healthy
352.0,2025-06-18,2025-06-15,3.0,Healthy
352.0,2025-06-18,2025-06-18,0.0,Healthy
352.0,2025-06-19,2025-06-18,1.0,Healthy
352.0,2025-06-25,2025-06-19,6.0,Healthy
352.0,2025-06-29,2025-06-25,4.0,Healthy
353.0,2024-12-30,,,Healthy
353.0,2024-12-31,2024-12-30,1.0,Healthy
353.0,2025-02-07,2024-12-31,38.0,Healthy
353.0,2025-02-22,2025-02-07,15.0,Healthy
354.0,2024-05-30,,,At Risk
354.0,2024-11-23,2024-05-30,177.0,At Risk
354.0,2025-02-23,2024-11-23,92.0,At Risk
354.0,2025-05-08,2025-02-23,74.0,At Risk
355.0,2025-02-17,,,Healthy
355.0,2025-03-06,2025-02-17,17.0,Healthy
356.0,2024-11-16,,,At Risk
356.0,2025-02-26,2024-11-16,102.0,At Risk
356.0,2025-03-06,2025-02-26,8.0,At Risk
357.0,2025-04-10,,,At Risk
357.0,2025-05-28,2025-04-10,48.0,At Risk
358.0,2024-11-24,,,At Risk
358.0,2025-04-04,2024-11-24,131.0,At Risk
358.0,2025-06-07,2025-04-04,64.0,At Risk
359.0,2025-05-05,,,Healthy
359.0,2025-05-16,2025-05-05,11.0,Healthy
359.0,2025-05-31,2025-05-16,15.0,Healthy
360.0,2023-07-31,,,At Risk
360.0,2024-11-22,2023-07-31,480.0,At Risk
360.0,2024-12-21,2024-11-22,29.0,At Risk
360.0,2025-02-10,2024-12-21,51.0,At Risk
361.0,2025-04-04,,,Healthy
361.0,2025-04-09,2025-04-04,5.0,Healthy
361.0,2025-05-15,2025-04-09,36.0,Healthy
361.0,2025-06-25,2025-05-15,41.0,Healthy
362.0,2025-04-17,,,At Risk
362.0,2025-05-29,2025-04-17,42.0,At Risk
363.0,2024-02-26,,,At Risk
363.0,2024-05-19,2024-02-26,83.0,At Risk
363.0,2024-06-12,2024-05-19,24.0,At Risk
363.0,2024-10-18,2024-06-12,128.0,At Risk
364.0,2025-01-01,,,Healthy
364.0,2025-01-11,2025-01-01,10.0,Healthy
364.0,2025-02-14,2025-01-11,34.0,Healthy
364.0,2025-03-09,2025-02-14,23.0,Healthy
366.0,2025-05-21,,,Healthy
366.0,2025-05-23,2025-05-21,2.0,Healthy
366.0,2025-06-25,2025-05-23,33.0,Healthy
367.0,2025-02-15,,,Healthy
367.0,2025-03-10,2025-02-15,23.0,Healthy
367.0,2025-03-11,2025-03-10,1.0,Healthy
367.0,2025-04-18,2025-03-11,38.0,Healthy
367.0,2025-05-03,2025-04-18,15.0,Healthy
367.0,2025-06-18,2025-05-03,46.0,Healthy
367.0,2025-06-27,2025-06-18,9.0,Healthy
368.0,2025-03-23,,,At Risk
368.0,2025-04-17,2025-03-23,25.0,At Risk
368.0,2025-05-19,2025-04-17,32.0,At Risk
368.0,2025-06-22,2025-05-19,34.0,At Risk
369.0,2024-05-23,,,At Risk
369.0,2024-07-31,2024-05-23,69.0,At Risk
369.0,2024-12-14,2024-07-31,136.0,At Risk
369.0,2025-04-01,2024-12-14,108.0,At Risk
369.0,2025-04-19,2025-04-01,18.0,At Risk
370.0,2023-09-13,,,At Risk
370.0,2024-07-15,2023-09-13,306.0,At Risk
371.0,2024-09-02,,,At Risk
371.0,2024-09-06,2024-09-02,4.0,At Risk
371.0,2025-06-05,2024-09-06,272.0,At Risk
371.0,2025-06-11,2025-06-05,6.0,At Risk
372.0,2025-04-22,,,Healthy
372.0,2025-05-07,2025-04-22,15.0,Healthy
373.0,2025-06-05,,,Healthy
373.0,2025-06-14,2025-06-05,9.0,Healthy
373.0,2025-06-16,2025-06-14,2.0,Healthy
373.0,2025-06-20,2025-06-16,4.0,Healthy
374.0,2025-01-14,,,At Risk
374.0,2025-01-21,2025-01-14,7.0,At Risk
374.0,2025-01-22,2025-01-21,1.0,At Risk
374.0,2025-03-30,2025-01-22,67.0,At Risk
374.0,2025-06-23,2025-03-30,85.0,At Risk
375.0,2024-07-28,,,At Risk
375.0,2025-04-25,2024-07-28,271.0,At Risk
376.0,2025-06-26,,,Healthy
376.0,2025-06-26,2025-06-26,0.0,Healthy
377.0,2025-01-10,,,Healthy
377.0,2025-01-13,2025-01-10,3.0,Healthy
377.0,2025-01-27,2025-01-13,14.0,Healthy
377.0,2025-03-04,2025-01-27,36.0,Healthy
378.0,2025-02-22,,,At Risk
378.0,2025-06-17,2025-02-22,115.0,At Risk
379.0,2024-08-16,,,At Risk
379.0,2025-06-05,2024-08-16,293.0,At Risk
380.0,2024-11-20,,,At Risk
380.0,2024-12-25,2024-11-20,35.0,At Risk
380.0,2025-01-17,2024-12-25,23.0,At Risk
380.0,2025-03-05,2025-01-17,47.0,At Risk
380.0,2025-04-23,2025-03-05,49.0,At Risk
380.0,2025-05-03,2025-04-23,10.0,At Risk
382.0,2023-12-14,,,At Risk
382.0,2024-08-14,2023-12-14,244.0,At Risk
382.0,2025-01-18,2024-08-14,157.0,At Risk
382.0,2025-02-07,2025-01-18,20.0,At Risk
382.0,2025-04-07,2025-02-07,59.0,At Risk
383.0,2025-01-30,,,At Risk
383.0,2025-02-20,2025-01-30,21.0,At Risk
383.0,2025-04-24,2025-02-20,63.0,At Risk
383.0,2025-06-20,2025-04-24,57.0,At Risk
383.0,2025-06-23,2025-06-20,3.0,At Risk
384.0,2025-05-11,,,Healthy
384.0,2025-05-29,2025-05-11,18.0,Healthy
384.0,2025-06-09,2025-05-29,11.0,Healthy
384.0,2025-06-27,2025-06-09,18.0,Healthy
385.0,2024-10-29,,,At Risk
385.0,2024-12-30,2024-10-29,62.0,At Risk
385.0,2025-03-24,2024-12-30,84.0,At Risk
385.0,2025-05-12,2025-03-24,49.0,At Risk
386.0,2024-03-06,,,At Risk
386.0,2024-03-16,2024-03-06,10.0,At Risk
386.0,2024-07-10,2024-03-16,116.0,At Risk
386.0,2024-12-29,2024-07-10,172.0,At Risk
386.0,2025-03-23,2024-12-29,84.0,At Risk
387.0,2024-04-29,,,At Risk
387.0,2024-12-27,2024-04-29,242.0,At Risk
387.0,2025-04-14,2024-12-27,108.0,At Risk
389.0,2024-11-03,,,At Risk
389.0,2025-03-04,2024-11-03,121.0,At Risk
389.0,2025-04-12,2025-03-04,39.0,At Risk
391.0,2024-11-13,,,At Risk
391.0,2024-12-07,2024-11-13,24.0,At Risk
391.0,2025-01-21,2024-12-07,45.0,At Risk
392.0,2023-11-10,,,At Risk
392.0,2024-04-29,2023-11-10,171.0,At Risk
392.0,2024-08-09,2024-04-29,102.0,At Risk
392.0,2025-01-10,2024-08-09,154.0,At Risk
392.0,2025-02-17,2025-01-10,38.0,At Risk
393.0,2025-05-12,,,Healthy
393.0,2025-05-30,2025-05-12,18.0,Healthy
393.0,2025-05-30,2025-05-30,0.0,Healthy
393.0,2025-06-21,2025-05-30,22.0,Healthy
394.0,2025-06-11,,,Healthy
394.0,2025-06-11,2025-06-11,0.0,Healthy
394.0,2025-06-16,2025-06-11,5.0,Healthy
394.0,2025-06-17,2025-06-16,1.0,Healthy
394.0,2025-06-18,2025-06-17,1.0,Healthy
394.0,2025-06-24,2025-06-18,6.0,Healthy
394.0,2025-06-26,2025-06-24,2.0,Healthy
394.0,2025-06-29,2025-06-26,3.0,Healthy
395.0,2024-02-13,,,At Risk
395.0,2024-04-09,2024-02-13,56.0,At Risk
396.0,2025-03-30,,,At Risk
396.0,2025-06-07,2025-03-30,69.0,At Risk
397.0,2024-10-01,,,At Risk
397.0,2025-02-24,2024-10-01,146.0,At Risk
397.0,2025-03-28,2025-02-24,32.0,At Risk
398.0,2024-09-20,,,Healthy
398.0,2024-10-01,2024-09-20,11.0,Healthy
398.0,2024-11-14,2024-10-01,44.0,Healthy
399.0,2025-06-22,,,Healthy
399.0,2025-06-23,2025-06-22,1.0,Healthy
399.0,2025-06-24,2025-06-23,1.0,Healthy
399.0,2025-06-28,2025-06-24,4.0,Healthy
399.0,2025-06-28,2025-06-28,0.0,Healthy
400.0,2024-11-12,,,At Risk
400.0,2025-03-08,2024-11-12,116.0,At Risk
400.0,2025-04-30,2025-03-08,53.0,At Risk
401.0,2024-10-13,,,At Risk
401.0,2024-11-05,2024-10-13,23.0,At Risk
401.0,2025-03-06,2024-11-05,121.0,At Risk
401.0,2025-05-24,2025-03-06,79.0,At Risk
402.0,2025-02-10,,,Healthy
402.0,2025-02-14,2025-02-10,4.0,Healthy
402.0,2025-03-30,2025-02-14,44.0,Healthy
402.0,2025-03-31,2025-03-30,1.0,Healthy
403.0,2025-03-14,,,At Risk
403.0,2025-05-07,2025-03-14,54.0,At Risk
403.0,2025-06-28,2025-05-07,52.0,At Risk
404.0,2025-01-29,,,At Risk
404.0,2025-02-13,2025-01-29,15.0,At Risk
404.0,2025-02-21,2025-02-13,8.0,At Risk
404.0,2025-05-30,2025-02-21,98.0,At Risk
404.0,2025-06-03,2025-05-30,4.0,At Risk
405.0,2025-04-14,,,Healthy
405.0,2025-04-20,2025-04-14,6.0,Healthy
405.0,2025-04-27,2025-04-20,7.0,Healthy
405.0,2025-05-10,2025-04-27,13.0,Healthy
406.0,2023-09-28,,,At Risk
406.0,2024-06-07,2023-09-28,253.0,At Risk
406.0,2025-04-16,2024-06-07,313.0,At Risk
408.0,2023-11-07,,,At Risk
408.0,2024-09-27,2023-11-07,325.0,At Risk
408.0,2024-10-01,2024-09-27,4.0,At Risk
408.0,2024-10-06,2024-10-01,5.0,At Risk
409.0,2023-11-02,,,At Risk
409.0,2024-12-23,2023-11-02,417.0,At Risk
409.0,2025-06-19,2024-12-23,178.0,At Risk
410.0,2024-07-05,,,At Risk
410.0,2025-05-28,2024-07-05,327.0,At Risk
411.0,2024-12-17,,,At Risk
411.0,2025-04-01,2024-12-17,105.0,At Risk
411.0,2025-04-28,2025-04-01,27.0,At Risk
412.0,2023-09-13,,,Healthy
412.0,2023-09-23,2023-09-13,10.0,Healthy
412.0,2023-10-14,2023-09-23,21.0,Healthy
412.0,2023-10-16,2023-10-14,2.0,Healthy
413.0,2023-09-05,,,At Risk
413.0,2023-11-13,2023-09-05,69.0,At Risk
413.0,2024-12-18,2023-11-13,401.0,At Risk
414.0,2025-02-07,,,At Risk
414.0,2025-02-17,2025-02-07,10.0,At Risk
414.0,2025-03-06,2025-02-17,17.0,At Risk
414.0,2025-05-16,2025-03-06,71.0,At Risk
415.0,2024-05-26,,,At Risk
415.0,2025-05-28,2024-05-26,367.0,At Risk
415.0,2025-05-30,2025-05-28,2.0,At Risk
418.0,2025-06-19,,,Healthy
418.0,2025-06-22,2025-06-19,3.0,Healthy
418.0,2025-06-28,2025-06-22,6.0,Healthy
420.0,2024-07-26,,,At Risk
420.0,2024-08-21,2024-07-26,26.0,At Risk
420.0,2024-10-06,2024-08-21,46.0,At Risk
421.0,2025-05-08,,,Healthy
421.0,2025-05-24,2025-05-08,16.0,Healthy
421.0,2025-05-29,2025-05-24,5.0,Healthy
421.0,2025-05-30,2025-05-29,1.0,Healthy
421.0,2025-06-26,2025-05-30,27.0,Healthy
421.0,2025-06-28,2025-06-26,2.0,Healthy
422.0,2023-10-10,,,At Risk
422.0,2024-02-23,2023-10-10,136.0,At Risk
422.0,2024-04-11,2024-02-23,48.0,At Risk
422.0,2024-10-13,2024-04-11,185.0,At Risk
422.0,2025-03-04,2024-10-13,142.0,At Risk
422.0,2025-06-06,2025-03-04,94.0,At Risk
423.0,2024-09-08,,,At Risk
423.0,2024-09-10,2024-09-08,2.0,At Risk
423.0,2024-09-16,2024-09-10,6.0,At Risk
423.0,2025-01-08,2024-09-16,114.0,At Risk
424.0,2024-09-27,,,At Risk
424.0,2024-11-04,2024-09-27,38.0,At Risk
424.0,2025-03-22,2024-11-04,138.0,At Risk
424.0,2025-04-09,2025-03-22,18.0,At Risk
424.0,2025-04-28,2025-04-09,19.0,At Risk
425.0,2024-10-01,,,At Risk
425.0,2024-11-06,2024-10-01,36.0,At Risk
425.0,2025-01-31,2024-11-06,86.0,At Risk
425.0,2025-02-20,2025-01-31,20.0,At Risk
425.0,2025-05-22,2025-02-20,91.0,At Risk
426.0,2023-09-12,,,At Risk
426.0,2025-03-11,2023-09-12,546.0,At Risk
426.0,2025-05-27,2025-03-11,77.0,At Risk
426.0,2025-06-26,2025-05-27,30.0,At Risk
427.0,2025-02-16,,,At Risk
427.0,2025-05-22,2025-02-16,95.0,At Risk
428.0,2024-05-17,,,At Risk
428.0,2024-11-30,2024-05-17,197.0,At Risk
428.0,2025-04-22,2024-11-30,143.0,At Risk
428.0,2025-06-11,2025-04-22,50.0,At Risk
428.0,2025-06-18,2025-06-11,7.0,At Risk
430.0,2025-01-30,,,Healthy
430.0,2025-02-28,2025-01-30,29.0,Healthy
431.0,2024-11-22,,,At Risk
431.0,2025-02-27,2024-11-22,97.0,At Risk
432.0,2025-02-17,,,At Risk
432.0,2025-03-11,2025-02-17,22.0,At Risk
432.0,2025-05-03,2025-03-11,53.0,At Risk
433.0,2025-03-12,,,Healthy
433.0,2025-04-02,2025-03-12,21.0,Healthy
433.0,2025-04-14,2025-04-02,12.0,Healthy
433.0,2025-05-04,2025-04-14,20.0,Healthy
433.0,2025-05-15,2025-05-04,11.0,Healthy
433.0,2025-06-12,2025-05-15,28.0,Healthy
433.0,2025-06-26,2025-06-12,14.0,Healthy
434.0,2025-01-13,,,At Risk
434.0,2025-03-25,2025-01-13,71.0,At Risk
434.0,2025-04-01,2025-03-25,7.0,At Risk
434.0,2025-04-18,2025-04-01,17.0,At Risk
434.0,2025-06-24,2025-04-18,67.0,At Risk
435.0,2024-10-23,,,At Risk
435.0,2024-10-28,2024-10-23,5.0,At Risk
435.0,2025-04-25,2024-10-28,179.0,At Risk
436.0,2024-09-18,,,At Risk
436.0,2024-10-06,2024-09-18,18.0,At Risk
436.0,2025-01-17,2024-10-06,103.0,At Risk
436.0,2025-05-03,2025-01-17,106.0,At Risk
436.0,2025-05-05,2025-05-03,2.0,At Risk
436.0,2025-06-27,2025-05-05,53.0,At Risk
437.0,2024-07-13,,,At Risk
437.0,2024-09-26,2024-07-13,75.0,At Risk
437.0,2024-10-06,2024-09-26,10.0,At Risk
437.0,2025-01-08,2024-10-06,94.0,At Risk
438.0,2024-06-27,,,At Risk
438.0,2024-09-01,2024-06-27,66.0,At Risk
438.0,2025-06-25,2024-09-01,297.0,At Risk
438.0,2025-06-29,2025-06-25,4.0,At Risk
439.0,2025-06-24,,,Healthy
439.0,2025-06-24,2025-06-24,0.0,Healthy
439.0,2025-06-24,2025-06-24,0.0,Healthy
439.0,2025-06-26,2025-06-24,2.0,Healthy
440.0,2024-06-17,,,Healthy
440.0,2024-06-28,2024-06-17,11.0,Healthy
441.0,2024-11-23,,,At Risk
441.0,2024-12-18,2024-11-23,25.0,At Risk
441.0,2025-01-24,2024-12-18,37.0,At Risk
441.0,2025-01-28,2025-01-24,4.0,At Risk
441.0,2025-02-13,2025-01-28,16.0,At Risk
441.0,2025-06-10,2025-02-13,117.0,At Risk
442.0,2024-03-29,,,At Risk
442.0,2024-03-31,2024-03-29,2.0,At Risk
442.0,2024-09-29,2024-03-31,182.0,At Risk
442.0,2024-12-02,2024-09-29,64.0,At Risk
442.0,2025-01-30,2024-12-02,59.0,At Risk
442.0,2025-04-15,2025-01-30,75.0,At Risk
443.0,2025-01-17,,,Healthy
443.0,2025-02-22,2025-01-17,36.0,Healthy
443.0,2025-03-30,2025-02-22,36.0,Healthy
443.0,2025-04-02,2025-03-30,3.0,Healthy
443.0,2025-05-23,2025-04-02,51.0,Healthy
443.0,2025-06-04,2025-05-23,12.0,Healthy
444.0,2024-07-28,,,At Risk
444.0,2024-08-28,2024-07-28,31.0,At Risk
444.0,2025-01-16,2024-08-28,141.0,At Risk
445.0,2025-02-26,,,Healthy
445.0,2025-03-27,2025-02-26,29.0,Healthy
445.0,2025-04-17,2025-03-27,21.0,Healthy
445.0,2025-04-28,2025-04-17,11.0,Healthy
445.0,2025-05-29,2025-04-28,31.0,Healthy
445.0,2025-06-03,2025-05-29,5.0,Healthy
445.0,2025-06-17,2025-06-03,14.0,Healthy
445.0,2025-06-27,2025-06-17,10.0,Healthy
446.0,2025-03-11,,,At Risk
446.0,2025-04-16,2025-03-11,36.0,At Risk
447.0,2025-04-07,,,Healthy
447.0,2025-04-24,2025-04-07,17.0,Healthy
447.0,2025-05-19,2025-04-24,25.0,Healthy
447.0,2025-06-18,2025-05-19,30.0,Healthy
448.0,2024-07-02,,,At Risk
448.0,2024-07-30,2024-07-02,28.0,At Risk
448.0,2024-09-30,2024-07-30,62.0,At Risk
449.0,2024-02-25,,,At Risk
449.0,2024-05-20,2024-02-25,85.0,At Risk
449.0,2024-07-15,2024-05-20,56.0,At Risk
449.0,2024-09-26,2024-07-15,73.0,At Risk
449.0,2025-03-11,2024-09-26,166.0,At Risk
450.0,2023-10-09,,,At Risk
450.0,2024-09-27,2023-10-09,354.0,At Risk
450.0,2025-05-05,2024-09-27,220.0,At Risk
451.0,2023-09-25,,,At Risk
451.0,2023-10-30,2023-09-25,35.0,At Risk
451.0,2023-12-14,2023-10-30,45.0,At Risk
451.0,2023-12-19,2023-12-14,5.0,At Risk
451.0,2024-04-18,2023-12-19,121.0,At Risk
451.0,2024-07-24,2024-04-18,97.0,At Risk
451.0,2025-02-03,2024-07-24,194.0,At Risk
451.0,2025-02-22,2025-02-03,19.0,At Risk
451.0,2025-04-04,2025-02-22,41.0,At Risk
453.0,2024-06-25,,,At Risk
453.0,2024-10-10,2024-06-25,107.0,At Risk
453.0,2024-12-17,2024-10-10,68.0,At Risk
453.0,2025-01-15,2024-12-17,29.0,At Risk
454.0,2024-02-29,,,At Risk
454.0,2024-07-15,2024-02-29,137.0,At Risk
454.0,2024-07-22,2024-07-15,7.0,At Risk
454.0,2024-08-07,2024-07-22,16.0,At Risk
454.0,2024-10-04,2024-08-07,58.0,At Risk
454.0,2025-06-11,2024-10-04,250.0,At Risk
455.0,2024-11-15,,,At Risk
455.0,2025-02-19,2024-11-15,96.0,At Risk
455.0,2025-02-25,2025-02-19,6.0,At Risk
455.0,2025-02-26,2025-02-25,1.0,At Risk
455.0,2025-06-04,2025-02-26,98.0,At Risk
456.0,2023-10-22,,,At Risk
456.0,2023-11-21,2023-10-22,30.0,At Risk
456.0,2024-02-20,2023-11-21,91.0,At Risk
456.0,2024-11-06,2024-02-20,260.0,At Risk
456.0,2025-03-04,2024-11-06,118.0,At Risk
456.0,2025-04-20,2025-03-04,47.0,At Risk
457.0,2025-03-21,,,Healthy
457.0,2025-03-23,2025-03-21,2.0,Healthy
460.0,2024-07-07,,,Healthy
460.0,2024-07-29,2024-07-07,22.0,Healthy
461.0,2024-11-14,,,At Risk
461.0,2025-01-07,2024-11-14,54.0,At Risk
461.0,2025-04-26,2025-01-07,109.0,At Risk
462.0,2025-01-15,,,At Risk
462.0,2025-02-18,2025-01-15,34.0,At Risk
463.0,2025-02-18,,,Healthy
463.0,2025-03-04,2025-02-18,14.0,Healthy
464.0,2025-06-12,,,Healthy
464.0,2025-06-19,2025-06-12,7.0,Healthy
464.0,2025-06-25,2025-06-19,6.0,Healthy
464.0,2025-06-28,2025-06-25,3.0,Healthy
465.0,2023-12-28,,,At Risk
465.0,2024-01-18,2023-12-28,21.0,At Risk
465.0,2024-04-14,2024-01-18,87.0,At Risk
465.0,2024-07-24,2024-04-14,101.0,At Risk
465.0,2024-10-05,2024-07-24,73.0,At Risk
465.0,2025-05-22,2024-10-05,229.0,At Risk
465.0,2025-06-07,2025-05-22,16.0,At Risk
466.0,2024-06-25,,,At Risk
466.0,2024-10-20,2024-06-25,117.0,At Risk
466.0,2024-12-29,2024-10-20,70.0,At Risk
466.0,2025-06-16,2024-12-29,169.0,At Risk
468.0,2024-10-14,,,At Risk
468.0,2024-11-20,2024-10-14,37.0,At Risk
468.0,2025-03-25,2024-11-20,125.0,At Risk
468.0,2025-04-09,2025-03-25,15.0,At Risk
468.0,2025-04-21,2025-04-09,12.0,At Risk
469.0,2023-10-01,,,At Risk
469.0,2024-11-16,2023-10-01,412.0,At Risk
469.0,2025-02-04,2024-11-16,80.0,At Risk
469.0,2025-04-30,2025-02-04,85.0,At Risk
472.0,2025-05-06,,,Healthy
472.0,2025-05-26,2025-05-06,20.0,Healthy
473.0,2024-02-23,,,At Risk
473.0,2025-04-03,2024-02-23,405.0,At Risk
474.0,2025-06-10,,,Healthy
474.0,2025-06-11,2025-06-10,1.0,Healthy
474.0,2025-06-12,2025-06-11,1.0,Healthy
474.0,2025-06-20,2025-06-12,8.0,Healthy
474.0,2025-06-22,2025-06-20,2.0,Healthy
474.0,2025-06-23,2025-06-22,1.0,Healthy
475.0,2025-05-19,,,Healthy
475.0,2025-06-10,2025-05-19,22.0,Healthy
475.0,2025-06-21,2025-06-10,11.0,Healthy
475.0,2025-06-24,2025-06-21,3.0,Healthy
476.0,2024-08-07,,,At Risk
476.0,2024-09-17,2024-08-07,41.0,At Risk
476.0,2025-04-11,2024-09-17,206.0,At Risk
477.0,2025-01-05,,,At Risk
477.0,2025-02-16,2025-01-05,42.0,At Risk
477.0,2025-05-08,2025-02-16,81.0,At Risk
478.0,2025-01-19,,,At Risk
478.0,2025-03-23,2025-01-19,63.0,At Risk
478.0,2025-04-06,2025-03-23,14.0,At Risk
479.0,2024-02-16,,,At Risk
479.0,2024-07-04,2024-02-16,139.0,At Risk
479.0,2025-01-16,2024-07-04,196.0,At Risk
479.0,2025-03-05,2025-01-16,48.0,At Risk
480.0,2024-10-13,,,At Risk
480.0,2024-10-31,2024-10-13,18.0,At Risk
480.0,2025-03-04,2024-10-31,124.0,At Risk
480.0,2025-03-10,2025-03-04,6.0,At Risk
480.0,2025-03-23,2025-03-10,13.0,At Risk
481.0,2024-05-29,,,At Risk
481.0,2024-06-02,2024-05-29,4.0,At Risk
481.0,2024-11-20,2024-06-02,171.0,At Risk
482.0,2024-10-21,,,At Risk
482.0,2024-10-31,2024-10-21,10.0,At Risk
482.0,2024-11-22,2024-10-31,22.0,At Risk
482.0,2025-03-12,2024-11-22,110.0,At Risk
483.0,2023-10-07,,,At Risk
483.0,2024-12-31,2023-10-07,451.0,At Risk
483.0,2025-01-05,2024-12-31,5.0,At Risk
485.0,2023-12-04,,,At Risk
485.0,2024-03-26,2023-12-04,113.0,At Risk
485.0,2024-03-29,2024-03-26,3.0,At Risk
485.0,2024-04-20,2024-03-29,22.0,At Risk
485.0,2024-05-01,2024-04-20,11.0,At Risk
485.0,2025-01-07,2024-05-01,251.0,At Risk
485.0,2025-04-24,2025-01-07,107.0,At Risk
486.0,2024-05-26,,,At Risk
486.0,2024-09-06,2024-05-26,103.0,At Risk
486.0,2024-09-10,2024-09-06,4.0,At Risk
486.0,2025-02-15,2024-09-10,158.0,At Risk
486.0,2025-04-14,2025-02-15,58.0,At Risk
487.0,2024-08-06,,,At Risk
487.0,2024-09-11,2024-08-06,36.0,At Risk
487.0,2025-01-28,2024-09-11,139.0,At Risk
487.0,2025-04-10,2025-01-28,72.0,At Risk
487.0,2025-06-17,2025-04-10,68.0,At Risk
487.0,2025-06-26,2025-06-17,9.0,At Risk
488.0,2024-11-27,,,At Risk
488.0,2025-01-03,2024-11-27,37.0,At Risk
488.0,2025-04-06,2025-01-03,93.0,At Risk
488.0,2025-04-10,2025-04-06,4.0,At Risk
488.0,2025-06-24,2025-04-10,75.0,At Risk
488.0,2025-06-26,2025-06-24,2.0,At Risk
488.0,2025-06-29,2025-06-26,3.0,At Risk
491.0,2025-01-24,,,At Risk
491.0,2025-01-28,2025-01-24,4.0,At Risk
491.0,2025-04-18,2025-01-28,80.0,At Risk
492.0,2024-08-12,,,At Risk
492.0,2024-12-12,2024-08-12,122.0,At Risk
492.0,2025-05-09,2024-12-12,148.0,At Risk
492.0,2025-05-11,2025-05-09,2.0,At Risk
492.0,2025-06-02,2025-05-11,22.0,At Risk
493.0,2024-06-13,,,At Risk
493.0,2024-10-17,2024-06-13,126.0,At Risk
493.0,2025-01-29,2024-10-17,104.0,At Risk
495.0,2025-04-15,,,Healthy
495.0,2025-04-23,2025-04-15,8.0,Healthy
495.0,2025-05-19,2025-04-23,26.0,Healthy
495.0,2025-05-29,2025-05-19,10.0,Healthy
495.0,2025-06-02,2025-05-29,4.0,Healthy
495.0,2025-06-11,2025-06-02,9.0,Healthy
495.0,2025-06-23,2025-06-11,12.0,Healthy
496.0,2024-04-16,,,At Risk
496.0,2024-10-08,2024-04-16,175.0,At Risk
496.0,2025-04-08,2024-10-08,182.0,At Risk
498.0,2025-05-25,,,Healthy
498.0,2025-06-10,2025-05-25,16.0,Healthy
498.0,2025-06-24,2025-06-10,14.0,Healthy
499.0,2024-08-19,,,At Risk
499.0,2024-09-24,2024-08-19,36.0,At Risk
499.0,2025-01-09,2024-09-24,107.0,At Risk
499.0,2025-06-23,2025-01-09,165.0,At Risk
500.0,2025-06-13,,,Healthy
500.0,2025-06-15,2025-06-13,2.0,Healthy
500.0,2025-06-15,2025-06-15,0.0,Healthy
500.0,2025-06-18,2025-06-15,3.0,Healthy
500.0,2025-06-18,2025-06-18,0.0,Healthy
500.0,2025-06-19,2025-06-18,1.0,Healthy
500.0,2025-06-21,2025-06-19,2.0,Healthy
500.0,2025-06-23,2025-06-21,2.0,Healthy
501.0,2025-05-08,,,Healthy
501.0,2025-05-28,2025-05-08,20.0,Healthy
501.0,2025-06-21,2025-05-28,24.0,Healthy
501.0,2025-06-25,2025-06-21,4.0,Healthy
501.0,2025-06-29,2025-06-25,4.0,Healthy
502.0,2023-10-18,,,At Risk
502.0,2024-03-16,2023-10-18,150.0,At Risk
502.0,2024-05-10,2024-03-16,55.0,At Risk
502.0,2024-07-27,2024-05-10,78.0,At Risk
502.0,2024-11-09,2024-07-27,105.0,At Risk
502.0,2025-01-20,2024-11-09,72.0,At Risk
502.0,2025-04-05,2025-01-20,75.0,At Risk
503.0,2023-12-27,,,At Risk
503.0,2024-04-23,2023-12-27,118.0,At Risk
503.0,2024-05-04,2024-04-23,11.0,At Risk
504.0,2024-07-24,,,At Risk
504.0,2024-09-26,2024-07-24,64.0,At Risk
504.0,2024-09-27,2024-09-26,1.0,At Risk
504.0,2024-10-29,2024-09-27,32.0,At Risk
504.0,2025-04-30,2024-10-29,183.0,At Risk
504.0,2025-06-10,2025-04-30,41.0,At Risk
505.0,2024-06-11,,,At Risk
505.0,2024-12-26,2024-06-11,198.0,At Risk
505.0,2025-01-04,2024-12-26,9.0,At Risk
505.0,2025-05-11,2025-01-04,127.0,At Risk
506.0,2025-03-21,,,At Risk
506.0,2025-05-02,2025-03-21,42.0,At Risk
506.0,2025-06-21,2025-05-02,50.0,At Risk
507.0,2025-02-06,,,At Risk
507.0,2025-02-10,2025-02-06,4.0,At Risk
507.0,2025-05-05,2025-02-10,84.0,At Risk
508.0,2024-06-19,,,At Risk
508.0,2025-04-13,2024-06-19,298.0,At Risk
508.0,2025-05-06,2025-04-13,23.0,At Risk
508.0,2025-05-18,2025-05-06,12.0,At Risk
509.0,2024-10-24,,,At Risk
509.0,2025-02-04,2024-10-24,103.0,At Risk
510.0,2025-06-21,,,Healthy
