transaction_id,customer_id,transaction_amount,transaction_date,store_channel,customer_name_token,card_number_token,email_masked,phone_masked,age_band,spend_category
TXN000323,CUST0111,895.11,2026-05-02,POS-Store,TKN_c6e8ec27f49fb2fb,TKN_e23dcb6e8cfcb6bd,b***********@example.com,******8098,30-40,Low (<1000)
TXN000324,CUST0155,3715.73,2026-07-18,POS-Store,TKN_ad553317eddf432a,TKN_22c04b05e26df4db,f*********@example.net,******6049,30-40,Medium (1000-5000)
TXN000325,CUST0007,2993.27,2026-03-08,E-Commerce,TKN_1451ce60162f6f3c,TKN_ecee7977a9a7dd32,e*******@example.org,********8538,50-60,Medium (1000-5000)
TXN000326,CUST0059,559.71,2026-03-06,E-Commerce,TKN_eab10eb52f164646,TKN_da3becd94748e531,x******@example.com,******0344,40-50,Low (<1000)
TXN000327,CUST0173,3981.01,2026-02-22,POS-Store,TKN_edb53679e9491831,TKN_2cd5b030b78719c8,m*********@example.com,******1975,60+,Medium (1000-5000)
TXN000328,CUST0148,1510.19,2026-02-27,E-Commerce,TKN_29d95ed4c6dbd339,TKN_6365d67c77a3b9ba,s***********@example.com,********5088,50-60,Medium (1000-5000)
TXN000329,CUST0045,394.57,2026-06-21,POS-Store,TKN_2e8e7ff6c70f560e,TKN_2f50251d981bb51c,c***********@example.com,******7230,60+,Low (<1000)
TXN000330,CUST0133,3282.54,2026-02-28,POS-Store,TKN_373300f1bacd3921,TKN_a7d51af6e24dbf2e,y*****@example.net,********0610,60+,Medium (1000-5000)
TXN000331,CUST0072,4945.07,2026-06-28,E-Commerce,TKN_aa0d64b0043aa9c1,TKN_f3a134b71cde18d2,z*********@example.org,******5060,40-50,Medium (1000-5000)
TXN000332,CUST0150,1948.67,2026-05-21,POS-Store,TKN_6f197deae3570d53,TKN_4487987013b565e2,e****@example.org,********4068,18-25,Medium (1000-5000)
TXN000333,CUST0163,195.06,2026-06-09,POS-Store,TKN_41cd8b8b8060fda3,TKN_c45f14144ab429e9,a*********@example.com,******3298,60+,Low (<1000)
TXN000334,CUST0024,202.49,2026-04-17,POS-Store,TKN_501b33fd816e4d39,TKN_71a5b4ed7ea47c74,i******@example.net,******6770,30-40,Low (<1000)
TXN000335,CUST0090,320.56,2026-03-28,POS-Store,TKN_a026b0c89975d179,TKN_f1693e9d7e551916,n*******@example.net,********7348,30-40,Low (<1000)
TXN000336,CUST0086,901.03,2026-08-02,POS-Store,TKN_585e4d85fd3084e7,TKN_0197f86330f88748,m*****@example.com,******6001,50-60,Low (<1000)
TXN000337,CUST0172,547.76,2026-07-27,E-Commerce,TKN_90c4dda0c1503147,TKN_87738c4cea81db2e,h********@example.com,******7430,60+,Low (<1000)
TXN000338,CUST0042,4928.53,2026-05-06,POS-Store,TKN_3070ced519749549,TKN_7656749b6032bfbf,a**********@example.org,******8665,40-50,Medium (1000-5000)
TXN000339,CUST0106,427.56,2026-04-04,POS-Store,TKN_5bd354b37d231ae1,TKN_132b84db8d9db726,c***********@example.net,*****5846,18-25,Low (<1000)
TXN000340,CUST0074,19713.76,2026-05-26,POS-Store,TKN_6665311710d3d246,TKN_8e8a463b63697650,c**************@example.org,******5503,40-50,High (>5000)
TXN000341,CUST0141,9385.09,2026-07-15,E-Commerce,TKN_2010b0ff23b6a774,TKN_7caf675f9f2ee7ce,s*******@example.com,******3231,60+,High (>5000)
TXN000342,CUST0117,684.54,2026-02-13,E-Commerce,TKN_24a6c27d01cbe6e3,TKN_261567d77525c5f9,b*************@example.com,********4634,60+,Low (<1000)
TXN000343,CUST0081,14465.41,2026-04-28,POS-Store,TKN_bd768ff988433936,TKN_047b83a99a95a523,a*************@example.net,******2060,18-25,High (>5000)
TXN000344,CUST0083,2119.64,2026-04-26,E-Commerce,TKN_314555473ae01724,TKN_632fc9e658708bc9,a*****@example.com,******5929,25-30,Medium (1000-5000)
TXN000345,CUST0104,1747.99,2026-07-30,E-Commerce,TKN_2134287d9a896f15,TKN_71e8c45815f21b02,a*******@example.com,******9505,30-40,Medium (1000-5000)
TXN000346,CUST0169,453.74,2026-05-14,POS-Store,TKN_ae2daf7dbc4d267c,TKN_453c9156feaeef03,i*******@example.net,******5750,60+,Low (<1000)
TXN000347,CUST0106,1969.4,2026-07-05,E-Commerce,TKN_5bd354b37d231ae1,TKN_5170b8db8dfa64cf,c***********@example.net,*****5846,18-25,Medium (1000-5000)
TXN000348,CUST0049,629.48,2026-06-09,POS-Store,TKN_e2abb68ad7e82af5,TKN_b44902b6e1b438a5,p*********@example.com,********1554,60+,Low (<1000)
TXN000349,CUST0160,601.6,2026-03-29,POS-Store,TKN_dad9864e2c0f0fba,TKN_eb85b6623b6eea41,r*********@example.org,********2151,50-60,Low (<1000)
TXN000350,CUST0161,506.6,2026-06-11,POS-Store,TKN_692c6814e4429050,TKN_0c119f78a24bd474,c***********@example.org,******4025,40-50,Low (<1000)
TXN000351,CUST0014,1207.24,2026-03-01,E-Commerce,TKN_38807ce4f881a34e,TKN_8584723213e757ba,a*********@example.org,********5349,40-50,Medium (1000-5000)
TXN000352,CUST0069,1537.52,2026-02-16,E-Commerce,TKN_165da5533feb80b5,TKN_d1963853e7e97d04,t******@example.com,********4974,40-50,Medium (1000-5000)
TXN000353,CUST0074,989.47,2026-02-20,POS-Store,TKN_6665311710d3d246,TKN_d53018fa3a600f03,c**************@example.org,******5503,40-50,Low (<1000)
TXN000354,CUST0179,818.57,2026-03-08,POS-Store,TKN_45c6731875b8ce3b,TKN_67d1909a5186b8c6,e*******@example.org,********0629,25-30,Low (<1000)
TXN000355,CUST0032,696.75,2026-08-02,E-Commerce,TKN_27b7c673d7f38e67,TKN_5dbad6efaf024b85,k********@example.org,********6147,30-40,Low (<1000)
TXN000356,CUST0162,3381.96,2026-02-18,E-Commerce,TKN_ee8788d433fc184e,TKN_8ff4d716eb02e216,m*****@example.org,******3914,40-50,Medium (1000-5000)
TXN000357,CUST0041,2646.95,2026-06-06,POS-Store,TKN_dc68f9d480a60fd2,TKN_4916367f1f929c9d,b*********@example.org,*****8999,60+,Medium (1000-5000)
TXN000358,CUST0142,4717.19,2026-03-21,E-Commerce,TKN_9939897c4dd3ac28,TKN_0d359d3dc31b75af,s****************@example.net,********2491,25-30,Medium (1000-5000)
TXN000359,CUST0142,21405.49,2026-07-06,POS-Store,TKN_9939897c4dd3ac28,TKN_a6d247d72a691188,s****************@example.net,********2491,25-30,High (>5000)
TXN000360,CUST0024,743.59,2026-06-19,E-Commerce,TKN_501b33fd816e4d39,TKN_ea1ab12289b83838,i******@example.net,******6770,30-40,Low (<1000)
TXN000361,CUST0030,8081.78,2026-04-26,POS-Store,TKN_45ebc648209ea2fe,TKN_325c2bfde4fb44dd,d**********@example.com,******7479,50-60,High (>5000)
TXN000362,CUST0031,753.32,2026-04-26,E-Commerce,TKN_af229d9a41b49e58,TKN_23f0a933deb040b4,w****@example.org,******0320,60+,Low (<1000)
TXN000363,CUST0128,4366.47,2026-04-16,POS-Store,TKN_61375167caaab231,TKN_82b14ebabeafea29,t*******@example.com,********7635,50-60,Medium (1000-5000)
TXN000364,CUST0131,804.71,2026-03-27,POS-Store,TKN_d90487d7a2196678,TKN_ed5f0f6dab7b60a8,m**********@example.org,*****8475,30-40,Low (<1000)
TXN000365,CUST0107,205.31,2026-02-22,POS-Store,TKN_c9b41080bfe64ec1,TKN_e8d8e7226034e2b5,j*****@example.com,******5366,40-50,Low (<1000)
TXN000366,CUST0121,823.03,2026-02-21,E-Commerce,TKN_33704defc6d45e3c,TKN_9a48e87287ad9b04,s*********@example.com,********8081,18-25,Low (<1000)
TXN000367,CUST0117,3091.74,2026-02-17,E-Commerce,TKN_24a6c27d01cbe6e3,TKN_6da38c92a9e9c412,b*************@example.com,********4634,60+,Medium (1000-5000)
TXN000368,CUST0099,4507.92,2026-03-14,E-Commerce,TKN_07959ce6ebbc2ed6,TKN_461011d17c45121d,f*********@example.com,******5744,50-60,Medium (1000-5000)
TXN000369,CUST0154,4265.58,2026-03-12,E-Commerce,TKN_b3471c6d8b278967,TKN_b1ad2b3a01e14c39,b*******@example.net,******3312,40-50,Medium (1000-5000)
TXN000370,CUST0018,2507.4,2026-05-08,POS-Store,TKN_65411a6ae30d0c68,TKN_0a07965a30287824,v*****************@example.com,********4919,30-40,Medium (1000-5000)
TXN000371,CUST0107,2205.21,2026-05-05,POS-Store,TKN_c9b41080bfe64ec1,TKN_23e13f1e83f4c38c,j*****@example.com,******5366,40-50,Medium (1000-5000)
TXN000372,CUST0130,3010.38,2026-06-19,POS-Store,TKN_259c992d7d1e5791,TKN_5ea7eafc3e83c021,d*************@example.org,******2762,60+,Medium (1000-5000)
TXN000373,CUST0001,903.7,2026-03-18,POS-Store,TKN_aa9c50607ca2cade,TKN_0925fa229a759a57,y********@example.org,*****6897,50-60,Low (<1000)
TXN000374,CUST0077,3173.67,2026-07-21,POS-Store,TKN_860432528c83016b,TKN_e10d80bcd7fe40bd,b*******@example.net,******3704,60+,Medium (1000-5000)
TXN000375,CUST0039,15612.42,2026-04-15,POS-Store,TKN_ebabe0bc4e3e6451,TKN_d0fdda9782c1d5a5,m***********@example.com,********2514,50-60,High (>5000)
TXN000376,CUST0138,941.9,2026-06-25,POS-Store,TKN_424149a32978c987,TKN_82b23e410788b824,p*******@example.net,********4243,60+,Low (<1000)
TXN000377,CUST0089,2339.29,2026-07-30,POS-Store,TKN_68263c5cd1116993,TKN_2825dfc73e955439,k*****@example.com,********0235,30-40,Medium (1000-5000)
TXN000378,CUST0142,803.53,2026-02-20,POS-Store,TKN_9939897c4dd3ac28,TKN_04993fffec196935,s****************@example.net,********2491,25-30,Low (<1000)
TXN000379,CUST0117,3133.31,2026-03-13,POS-Store,TKN_24a6c27d01cbe6e3,TKN_91c4da0859c35bdd,b*************@example.com,********4634,60+,Medium (1000-5000)
TXN000380,CUST0049,18406.36,2026-04-11,E-Commerce,TKN_e2abb68ad7e82af5,TKN_67ef796dcb32e8dd,p*********@example.com,********1554,60+,High (>5000)
TXN000381,CUST0147,345.82,2026-04-09,POS-Store,TKN_2a399f1cf39ed793,TKN_93b679034256011d,d*****@example.net,******4746,25-30,Low (<1000)
TXN000382,CUST0060,756.01,2026-04-16,POS-Store,TKN_3eb8ca6026d59bef,TKN_3c1fd941400b6b89,t********@example.org,******5546,40-50,Low (<1000)
TXN000383,CUST0012,590.83,2026-03-09,POS-Store,TKN_2fd3be28ea70b212,TKN_9385965946536139,r**********@example.net,******7222,60+,Low (<1000)
TXN000384,CUST0122,4506.19,2026-06-19,POS-Store,TKN_d31147b6476ac505,TKN_8fe8c87d41f3f626,k********@example.org,********3051,50-60,Medium (1000-5000)
TXN000385,CUST0099,4284.21,2026-07-19,E-Commerce,TKN_07959ce6ebbc2ed6,TKN_7f45215dfd11dcc5,f*********@example.com,******5744,50-60,Medium (1000-5000)
TXN000386,CUST0127,853.28,2026-08-05,E-Commerce,TKN_20e3a19547514bbe,TKN_38eab3cf627a9114,m*****************@example.net,******9752,30-40,Low (<1000)
TXN000387,CUST0033,427.03,2026-05-20,POS-Store,TKN_bd80716051ec6686,TKN_f356650f4c405ca7,p****@example.net,******6156,50-60,Low (<1000)
TXN000388,CUST0026,1599.52,2026-06-18,POS-Store,TKN_eea177cdb713f172,TKN_08c3666b9ba2a212,r*********@example.net,******5708,40-50,Medium (1000-5000)
TXN000389,CUST0026,735.42,2026-03-24,POS-Store,TKN_eea177cdb713f172,TKN_e2815430d4f07e76,r*********@example.net,******5708,40-50,Low (<1000)
TXN000390,CUST0004,3563.95,2026-03-06,E-Commerce,TKN_d67b2504eb1c1b04,TKN_9dfbe4a427777e26,p****@example.net,******2231,40-50,Medium (1000-5000)
TXN000391,CUST0105,3170.36,2026-05-23,E-Commerce,TKN_1049cfa9de088ced,TKN_eec2dab1ed6920be,k*********@example.org,******2637,25-30,Medium (1000-5000)
TXN000392,CUST0020,378.07,2026-03-18,POS-Store,TKN_5d9100377e1e5ff0,TKN_a1340811bb0cc5ee,b**************@example.org,******6478,25-30,Low (<1000)
TXN000393,CUST0068,912.12,2026-06-12,POS-Store,TKN_d70f0b058b5674f3,TKN_f37cd1508c6f6453,z********@example.com,********9610,40-50,Low (<1000)
TXN000394,CUST0160,2603.0,2026-05-07,POS-Store,TKN_dad9864e2c0f0fba,TKN_8400f2a4d39d5f10,r*********@example.org,********2151,50-60,Medium (1000-5000)
TXN000395,CUST0167,4788.19,2026-07-11,E-Commerce,TKN_aa92ca2b152af7dd,TKN_31fb42bcbecb9205,d************@example.com,******5844,40-50,Medium (1000-5000)
TXN000396,CUST0085,606.33,2026-03-28,POS-Store,TKN_0f186ed65ddf6758,TKN_6b6c93c1f29a320d,o***********@example.com,******3077,40-50,Low (<1000)
TXN000397,CUST0082,3445.21,2026-05-26,POS-Store,TKN_07a7a6d6f445dad4,TKN_e54762a7c00fded4,g********@example.net,********7625,30-40,Medium (1000-5000)
TXN000398,CUST0139,877.65,2026-03-27,E-Commerce,TKN_b014fe4c5b8176d6,TKN_c4aaa9629daae1f8,k*****@example.net,******2188,40-50,Low (<1000)
TXN000399,CUST0159,14607.7,2026-02-27,E-Commerce,TKN_15da5e0d38d0e03a,TKN_96c46449697e7ec2,b*********@example.com,********7531,25-30,High (>5000)
TXN000400,CUST0061,4689.08,2026-05-09,POS-Store,TKN_c442a4d82a49e586,TKN_d95fb80c5831b4a4,s***********@example.net,********8364,60+,Medium (1000-5000)
TXN000401,CUST0059,1610.0,2026-06-24,E-Commerce,TKN_eab10eb52f164646,TKN_3877eb9067709581,x******@example.com,******0344,40-50,Medium (1000-5000)
TXN000402,CUST0112,3426.25,2026-05-10,E-Commerce,TKN_a35ac6fe46a11953,TKN_b8ef6f8618f7e0b1,e******@example.com,********3351,50-60,Medium (1000-5000)
TXN000403,CUST0163,3945.04,2026-04-30,E-Commerce,TKN_41cd8b8b8060fda3,TKN_bc209d4599f04c02,a*********@example.com,******3298,60+,Medium (1000-5000)
TXN000404,CUST0114,20734.74,2026-06-19,E-Commerce,TKN_bf533f57e79ad8ff,TKN_e6286fcb6b8c7e67,s***********@example.org,******4926,25-30,High (>5000)
TXN000405,CUST0178,1452.84,2026-06-06,POS-Store,TKN_82ad589a0b4dbd0f,TKN_58f10c29c7601549,r**********@example.net,******7548,40-50,Medium (1000-5000)
TXN000406,CUST0008,19261.43,2026-02-17,E-Commerce,TKN_69334367de02d718,TKN_e45c7fc3e6e7fdba,m****@example.com,********6486,60+,High (>5000)
TXN000407,CUST0084,923.88,2026-03-13,E-Commerce,TKN_82315dd82932fbdb,TKN_4af2b7af001b6766,l*******@example.org,********1522,50-60,Low (<1000)
TXN000408,CUST0076,13820.73,2026-03-15,POS-Store,TKN_9751a3af27e523ce,TKN_067367d7a57675f1,j*****@example.org,********5853,40-50,High (>5000)
TXN000409,CUST0096,2595.61,2026-06-20,POS-Store,TKN_37cc59cab29b8ec0,TKN_a262e0f905bcc44c,v**********@example.org,********7792,60+,Medium (1000-5000)
TXN000410,CUST0038,368.1,2026-03-25,E-Commerce,TKN_96c7a87ae58e9eb2,TKN_eaa43bafe95e1a37,s**********@example.net,******1862,25-30,Low (<1000)
TXN000411,CUST0136,1018.52,2026-03-28,POS-Store,TKN_87f69129cdc1802d,TKN_d11ba382330954d4,r*****@example.com,********8556,40-50,Medium (1000-5000)
TXN000412,CUST0145,2592.28,2026-03-20,E-Commerce,TKN_cb6ebd8c1b3d3d46,TKN_14f27adcfd9bff60,r*********@example.net,******9188,50-60,Medium (1000-5000)
TXN000413,CUST0044,4678.5,2026-02-14,E-Commerce,TKN_e4555141b26b9b02,TKN_3ac330860182e2a1,j********@example.com,******0753,50-60,Medium (1000-5000)
TXN000414,CUST0021,2387.47,2026-04-16,POS-Store,TKN_1035b3f2d5a582ef,TKN_d4175c10c4b1ad7a,u******@example.org,******4548,40-50,Medium (1000-5000)
TXN000415,CUST0159,2808.42,2026-02-17,E-Commerce,TKN_15da5e0d38d0e03a,TKN_7e67d890976069f5,b*********@example.com,********7531,25-30,Medium (1000-5000)
TXN000416,CUST0128,479.37,2026-06-24,E-Commerce,TKN_61375167caaab231,TKN_9a07d44dc169475c,t*******@example.com,********7635,50-60,Low (<1000)
TXN000417,CUST0060,217.39,2026-02-27,POS-Store,TKN_3eb8ca6026d59bef,TKN_6506b383f0f49eb6,t********@example.org,******5546,40-50,Low (<1000)
TXN000418,CUST0164,2675.28,2026-05-04,POS-Store,TKN_b6f0725ff14006d6,TKN_be25f828a99e1fba,e*******@example.org,******2067,30-40,Medium (1000-5000)
TXN000419,CUST0118,11161.33,2026-02-24,POS-Store,TKN_40411bc7d87e7c95,TKN_2348cebc47845d7b,s************@example.org,******7540,40-50,High (>5000)
TXN000420,CUST0171,3528.42,2026-03-08,E-Commerce,TKN_641a41794957c8a7,TKN_b824c316f9c8e2dd,o****@example.net,******5455,40-50,Medium (1000-5000)
TXN000421,CUST0120,679.7,2026-08-01,POS-Store,TKN_9b83aeea1ac334eb,TKN_f11a3b774184a7fa,z*****@example.org,******3880,50-60,Low (<1000)
TXN000422,CUST0174,962.06,2026-07-17,E-Commerce,TKN_020a4014a4b520c2,TKN_af2f31bad856e307,t************@example.org,********8258,30-40,Low (<1000)
TXN000423,CUST0019,443.48,2026-05-13,POS-Store,TKN_c4da7b3e09b3239c,TKN_72b7856d427804cb,a*****@example.org,********7091,40-50,Low (<1000)
TXN000424,CUST0089,996.03,2026-06-25,POS-Store,TKN_68263c5cd1116993,TKN_7ee5fb56572fa4fa,k*****@example.com,********0235,30-40,Low (<1000)
TXN000425,CUST0164,3380.94,2026-06-23,POS-Store,TKN_b6f0725ff14006d6,TKN_9cfca11833694fb6,e*******@example.org,******2067,30-40,Medium (1000-5000)
TXN000426,CUST0177,761.71,2026-05-29,POS-Store,TKN_60b7b5180022ed46,TKN_dde0f7d34c79bad3,u********@example.net,********0174,40-50,Low (<1000)
TXN000427,CUST0117,902.25,2026-08-06,POS-Store,TKN_24a6c27d01cbe6e3,TKN_689713e6164965b7,b*************@example.com,********4634,60+,Low (<1000)
TXN000428,CUST0051,230.96,2026-07-29,POS-Store,TKN_46f0cc7e92629d54,TKN_4961aca01a494396,a*****@example.net,******5381,50-60,Low (<1000)
TXN000429,CUST0124,497.99,2026-07-06,E-Commerce,TKN_d761c08dfcc1b7dd,TKN_dc12757e752321c7,s*******@example.net,********3546,18-25,Low (<1000)
TXN000430,CUST0061,1262.77,2026-07-22,POS-Store,TKN_c442a4d82a49e586,TKN_57b605bc33100276,s***********@example.net,********8364,60+,Medium (1000-5000)
TXN000431,CUST0147,2812.7,2026-03-25,POS-Store,TKN_2a399f1cf39ed793,TKN_8d0a275441aaa771,d*****@example.net,******4746,25-30,Medium (1000-5000)
TXN000432,CUST0148,2762.61,2026-07-13,POS-Store,TKN_29d95ed4c6dbd339,TKN_d4fb4c80e6bba421,s***********@example.com,********5088,50-60,Medium (1000-5000)
TXN000433,CUST0180,3238.0,2026-05-05,POS-Store,TKN_3679263b862f5345,TKN_4704ec80a5c1c2ec,t***@example.com,******2214,40-50,Medium (1000-5000)
TXN000434,CUST0006,222.65,2026-02-25,POS-Store,TKN_a141ea0cf312b48f,TKN_8f55168a4c2c2dd0,a************@example.com,*****7545,50-60,Low (<1000)
TXN000435,CUST0071,21084.02,2026-06-13,E-Commerce,TKN_7496a150e6b0b83f,TKN_95ec3a05ac86164d,y********@example.com,******9705,60+,High (>5000)
TXN000436,CUST0145,2082.71,2026-06-27,E-Commerce,TKN_cb6ebd8c1b3d3d46,TKN_0bb974fb2618cccd,r*********@example.net,******9188,50-60,Medium (1000-5000)
TXN000437,CUST0156,2634.53,2026-03-02,POS-Store,TKN_0ec66fb9c501718b,TKN_60907c0ba1f26267,o************@example.net,******6222,30-40,Medium (1000-5000)
TXN000438,CUST0074,198.19,2026-05-28,E-Commerce,TKN_6665311710d3d246,TKN_6424ca47282be328,c**************@example.org,******5503,40-50,Low (<1000)
TXN000439,CUST0156,3635.04,2026-05-04,POS-Store,TKN_0ec66fb9c501718b,TKN_a7bb35215fc49ef7,o************@example.net,******6222,30-40,Medium (1000-5000)
TXN000440,CUST0057,260.65,2026-04-06,E-Commerce,TKN_0e61a6d384c92470,TKN_195d3d73896609ac,m********@example.net,******2796,30-40,Low (<1000)
TXN000441,CUST0159,687.63,2026-05-28,POS-Store,TKN_15da5e0d38d0e03a,TKN_2653db83a7552fe7,b*********@example.com,********7531,25-30,Low (<1000)
TXN000442,CUST0174,148.8,2026-05-24,E-Commerce,TKN_020a4014a4b520c2,TKN_83407fde98a9196b,t************@example.org,********8258,30-40,Low (<1000)
TXN000443,CUST0161,1714.0,2026-08-08,E-Commerce,TKN_692c6814e4429050,TKN_dddfad4d38662ff6,c***********@example.org,******4025,40-50,Medium (1000-5000)
TXN000444,CUST0161,1952.49,2026-06-27,E-Commerce,TKN_692c6814e4429050,TKN_317f4ff29887f58b,c***********@example.org,******4025,40-50,Medium (1000-5000)
TXN000445,CUST0080,280.77,2026-06-17,POS-Store,TKN_83c4a6d02cf19aaa,TKN_31d0258831c74412,h*****@example.org,******4915,40-50,Low (<1000)
TXN000446,CUST0009,4421.93,2026-03-15,POS-Store,TKN_1f94baae86e43715,TKN_0525bc2327979c65,p*********@example.com,******6905,30-40,Medium (1000-5000)
TXN000447,CUST0034,11752.72,2026-05-07,E-Commerce,TKN_cd63bd23b7abd508,TKN_ed42027f0f0b8a45,a******@example.com,********9210,30-40,High (>5000)
TXN000448,CUST0076,1819.73,2026-05-29,POS-Store,TKN_9751a3af27e523ce,TKN_d20cca2eb9bbe4ae,j*****@example.org,********5853,40-50,Medium (1000-5000)
TXN000449,CUST0107,900.62,2026-08-09,E-Commerce,TKN_c9b41080bfe64ec1,TKN_0a408399f9967e8e,j*****@example.com,******5366,40-50,Low (<1000)
TXN000450,CUST0052,131.15,2026-03-14,E-Commerce,TKN_6aa51b48cc6a210d,TKN_9b5016e9739dbaa1,n*****@example.net,********7741,30-40,Low (<1000)
TXN000451,CUST0139,75.18,2026-04-16,POS-Store,TKN_b014fe4c5b8176d6,TKN_eaa9eab4ccc7cbd3,k*****@example.net,******2188,40-50,Low (<1000)
TXN000452,CUST0136,603.31,2026-08-07,POS-Store,TKN_87f69129cdc1802d,TKN_a29bd0c43e9147c2,r*****@example.com,********8556,40-50,Low (<1000)
TXN000453,CUST0043,4569.79,2026-05-13,POS-Store,TKN_4d6bf43c78bea2f8,TKN_701de25088d6a1ae,u********@example.org,******7284,30-40,Medium (1000-5000)
TXN000454,CUST0124,10811.55,2026-08-03,POS-Store,TKN_d761c08dfcc1b7dd,TKN_04676a2951fda83c,s*******@example.net,********3546,18-25,High (>5000)
TXN000455,CUST0087,410.33,2026-08-08,E-Commerce,TKN_fec91b5161340ec2,TKN_5616f20d1efa9bf1,d********@example.org,******6418,40-50,Low (<1000)
TXN000456,CUST0120,2071.99,2026-02-22,E-Commerce,TKN_9b83aeea1ac334eb,TKN_16a6af1ae7191a5c,z*****@example.org,******3880,50-60,Medium (1000-5000)
TXN000457,CUST0037,2637.24,2026-02-17,E-Commerce,TKN_aae82de22859f53b,TKN_7367c4fbc1f9f7d8,j*********@example.com,********1986,60+,Medium (1000-5000)
TXN000458,CUST0174,2744.07,2026-07-10,POS-Store,TKN_020a4014a4b520c2,TKN_1caf67d0f53f3bf2,t************@example.org,********8258,30-40,Medium (1000-5000)
TXN000459,CUST0143,950.08,2026-03-23,POS-Store,TKN_3aef303eaec08eee,TKN_1b8ef71be33b7e1d,q******@example.com,********0648,60+,Low (<1000)
TXN000460,CUST0024,1560.31,2026-06-02,POS-Store,TKN_501b33fd816e4d39,TKN_c95cb3bdcbc2e456,i******@example.net,******6770,30-40,Medium (1000-5000)
TXN000461,CUST0004,13286.84,2026-03-12,POS-Store,TKN_d67b2504eb1c1b04,TKN_7c2001a3c851959b,p****@example.net,******2231,40-50,High (>5000)
TXN000462,CUST0138,18597.74,2026-06-12,E-Commerce,TKN_424149a32978c987,TKN_5b8baefc1d8ba870,p*******@example.net,********4243,60+,High (>5000)
TXN000463,CUST0117,1089.85,2026-05-13,POS-Store,TKN_24a6c27d01cbe6e3,TKN_07583310c40bc46f,b*************@example.com,********4634,60+,Medium (1000-5000)
TXN000464,CUST0173,564.01,2026-04-20,POS-Store,TKN_edb53679e9491831,TKN_e82c5c2ca8793914,m*********@example.com,******1975,60+,Low (<1000)
TXN000465,CUST0150,2031.29,2026-03-10,POS-Store,TKN_6f197deae3570d53,TKN_16b155ba3f11a22d,e****@example.org,********4068,18-25,Medium (1000-5000)
TXN000466,CUST0164,842.35,2026-06-22,POS-Store,TKN_b6f0725ff14006d6,TKN_39aab6357e06349b,e*******@example.org,******2067,30-40,Low (<1000)
TXN000467,CUST0028,13937.21,2026-05-08,E-Commerce,TKN_e8dc50899b9ddf56,TKN_e67d85a885330e37,p*************@example.com,******9024,40-50,High (>5000)
TXN000468,CUST0121,308.42,2026-07-04,E-Commerce,TKN_33704defc6d45e3c,TKN_de5e22a805f596f0,s*********@example.com,********8081,18-25,Low (<1000)
TXN000469,CUST0159,917.67,2026-05-06,POS-Store,TKN_15da5e0d38d0e03a,TKN_cc1bb63fed8da977,b*********@example.com,********7531,25-30,Low (<1000)
TXN000470,CUST0157,597.11,2026-05-27,E-Commerce,TKN_334c0e0e831d9a32,TKN_f14e0b936413e7e8,c******@example.net,******6436,25-30,Low (<1000)
TXN000471,CUST0166,575.91,2026-07-05,E-Commerce,TKN_7a9ba4dc0ab140bb,TKN_5e45b65b02f39006,s********@example.com,******0514,40-50,Low (<1000)
TXN000472,CUST0163,4318.14,2026-05-29,POS-Store,TKN_41cd8b8b8060fda3,TKN_b5ac90d511aad03e,a*********@example.com,******3298,60+,Medium (1000-5000)
TXN000473,CUST0180,60.44,2026-07-12,POS-Store,TKN_3679263b862f5345,TKN_7c54e4df03b4399b,t***@example.com,******2214,40-50,Low (<1000)
TXN000474,CUST0167,904.12,2026-06-28,POS-Store,TKN_aa92ca2b152af7dd,TKN_8501fa3b12d8304a,d************@example.com,******5844,40-50,Low (<1000)
TXN000475,CUST0030,15156.43,2026-06-12,E-Commerce,TKN_45ebc648209ea2fe,TKN_3eddf84f9f206b68,d**********@example.com,******7479,50-60,High (>5000)
TXN000476,CUST0012,3659.48,2026-04-03,E-Commerce,TKN_2fd3be28ea70b212,TKN_29b8d4538f40421b,r**********@example.net,******7222,60+,Medium (1000-5000)
TXN000477,CUST0078,917.78,2026-07-02,POS-Store,TKN_21cd9c7cfe587667,TKN_88fba243525de694,j*******@example.com,******9397,40-50,Low (<1000)
TXN000478,CUST0030,2532.17,2026-05-24,E-Commerce,TKN_45ebc648209ea2fe,TKN_6bf0eb983a8dd979,d**********@example.com,******7479,50-60,Medium (1000-5000)
TXN000479,CUST0061,1187.82,2026-04-21,E-Commerce,TKN_c442a4d82a49e586,TKN_e6c038d56447ae7c,s***********@example.net,********8364,60+,Medium (1000-5000)
TXN000480,CUST0100,750.39,2026-08-10,POS-Store,TKN_3d5424c118aa8f57,TKN_a9326e064e62db8c,b**********@example.com,******8750,50-60,Low (<1000)
TXN000481,CUST0095,622.39,2026-07-06,POS-Store,TKN_82a99779fb2f0945,TKN_c798dc06ba104dc6,c***********@example.net,******5208,18-25,Low (<1000)
TXN000482,CUST0151,419.44,2026-04-24,E-Commerce,TKN_8d99ef2a790df789,TKN_9c3e5922bdf803e3,b**********@example.net,******7208,30-40,Low (<1000)
TXN000483,CUST0107,387.53,2026-06-13,E-Commerce,TKN_c9b41080bfe64ec1,TKN_d43921c99c88c060,j*****@example.com,******5366,40-50,Low (<1000)
